lotteryDrawTime,lotteryDrawNum,lotteryDrawResult,red_1,red_2,red_3,red_4,red_5,blue_1,blue_2
2018-02-26,18022,02 10 19 33 35 05 06,2,10,19,33,35,5,6
2018-02-24,18021,05 06 08 09 15 04 11,5,6,8,9,15,4,11
2018-02-14,18020,01 10 13 14 21 09 12,1,10,13,14,21,9,12
2018-02-12,18019,10 11 19 21 28 05 12,10,11,19,21,28,5,12
2018-02-10,18018,06 08 13 24 28 06 12,6,8,13,24,28,6,12
2018-02-07,18017,04 19 21 23 31 04 09,4,19,21,23,31,4,9
2018-02-05,18016,01 02 12 13 23 09 12,1,2,12,13,23,9,12
2018-02-03,18015,04 13 15 18 29 05 11,4,13,15,18,29,5,11
2018-01-31,18014,14 16 18 24 31 01 08,14,16,18,24,31,1,8
2018-01-29,18013,08 24 31 33 35 07 10,8,24,31,33,35,7,10
2018-01-27,18012,03 22 24 29 34 07 11,3,22,24,29,34,7,11
2018-01-24,18011,03 13 15 23 26 01 10,3,13,15,23,26,1,10
2018-01-22,18010,24 25 26 28 29 04 12,24,25,26,28,29,4,12
2018-01-20,18009,10 12 28 30 34 03 04,10,12,28,30,34,3,4
2018-01-17,18008,09 15 17 20 22 10 11,9,15,17,20,22,10,11
2018-01-15,18007,03 04 28 31 34 04 11,3,4,28,31,34,4,11
2018-01-13,18006,19 20 30 32 33 03 05,19,20,30,32,33,3,5
2018-01-10,18005,04 09 23 24 30 08 11,4,9,23,24,30,8,11
2018-01-08,18004,04 09 22 28 30 01 10,4,9,22,28,30,1,10
2018-01-06,18003,04 21 23 24 30 09 10,4,21,23,24,30,9,10
2018-01-03,18002,12 20 23 27 34 01 06,12,20,23,27,34,1,6
2018-01-01,18001,01 13 22 25 35 03 04,1,13,22,25,35,3,4
2017-12-30,17153,01 09 24 26 34 09 12,1,9,24,26,34,9,12
2017-12-27,17152,02 04 07 23 28 02 08,2,4,7,23,28,2,8
2017-12-25,17151,05 06 23 28 32 04 05,5,6,23,28,32,4,5
2017-12-23,17150,03 06 10 13 18 09 11,3,6,10,13,18,9,11
2017-12-20,17149,10 18 19 25 26 04 12,10,18,19,25,26,4,12
2017-12-18,17148,19 27 31 32 35 11 12,19,27,31,32,35,11,12
2017-12-16,17147,05 16 17 25 34 01 11,5,16,17,25,34,1,11
2017-12-13,17146,01 05 11 14 35 09 10,1,5,11,14,35,9,10
2017-12-11,17145,04 07 17 18 19 03 10,4,7,17,18,19,3,10
2017-12-09,17144,03 21 23 29 32 10 11,3,21,23,29,32,10,11
2017-12-06,17143,06 09 24 29 32 02 07,6,9,24,29,32,2,7
2017-12-04,17142,01 05 16 19 28 02 10,1,5,16,19,28,2,10
2017-12-02,17141,02 08 21 22 29 03 05,2,8,21,22,29,3,5
2017-11-29,17140,10 16 25 26 29 01 05,10,16,25,26,29,1,5
2017-11-27,17139,02 06 19 25 32 09 12,2,6,19,25,32,9,12
2017-11-25,17138,04 07 09 20 25 02 11,4,7,9,20,25,2,11
2017-11-22,17137,01 20 22 28 29 05 07,1,20,22,28,29,5,7
2017-11-20,17136,01 11 20 21 22 03 04,1,11,20,21,22,3,4
2017-11-18,17135,01 12 15 19 22 02 04,1,12,15,19,22,2,4
2017-11-15,17134,07 18 19 32 34 02 10,7,18,19,32,34,2,10
2017-11-13,17133,15 17 19 32 33 01 03,15,17,19,32,33,1,3
2017-11-11,17132,11 17 23 26 27 01 10,11,17,23,26,27,1,10
2017-11-08,17131,03 05 08 19 34 01 12,3,5,8,19,34,1,12
2017-11-06,17130,05 18 28 33 34 03 04,5,18,28,33,34,3,4
2017-11-04,17129,05 17 20 32 33 04 09,5,17,20,32,33,4,9
2017-11-01,17128,09 11 13 18 33 02 03,9,11,13,18,33,2,3
2017-10-30,17127,02 15 18 21 22 03 10,2,15,18,21,22,3,10
2017-10-28,17126,03 04 13 24 33 01 11,3,4,13,24,33,1,11
2017-10-25,17125,07 11 18 26 28 04 05,7,11,18,26,28,4,5
2017-10-23,17124,03 29 30 32 35 03 08,3,29,30,32,35,3,8
2017-10-21,17123,03 15 23 26 32 01 12,3,15,23,26,32,1,12
2017-10-18,17122,03 12 18 29 34 03 11,3,12,18,29,34,3,11
2017-10-16,17121,01 06 12 26 31 01 07,1,6,12,26,31,1,7
2017-10-14,17120,08 15 24 26 27 05 06,8,15,24,26,27,5,6
2017-10-11,17119,05 07 13 29 35 03 08,5,7,13,29,35,3,8
2017-10-09,17118,02 07 16 20 33 03 11,2,7,16,20,33,3,11
2017-10-07,17117,05 07 09 24 32 08 10,5,7,9,24,32,8,10
2017-10-04,17116,02 27 30 32 33 01 03,2,27,30,32,33,1,3
2017-10-02,17115,14 19 20 25 31 06 08,14,19,20,25,31,6,8
2017-09-30,17114,06 07 12 18 23 01 12,6,7,12,18,23,1,12
2017-09-27,17113,05 08 17 18 23 04 12,5,8,17,18,23,4,12
2017-09-25,17112,05 06 20 31 32 06 12,5,6,20,31,32,6,12
2017-09-23,17111,02 14 17 26 34 08 12,2,14,17,26,34,8,12
2017-09-20,17110,10 14 20 21 35 02 05,10,14,20,21,35,2,5
2017-09-18,17109,06 09 19 26 34 05 07,6,9,19,26,34,5,7
2017-09-16,17108,01 04 15 21 22 04 09,1,4,15,21,22,4,9
2017-09-13,17107,04 10 19 25 27 06 12,4,10,19,25,27,6,12
2017-09-11,17106,09 12 18 23 29 02 04,9,12,18,23,29,2,4
2017-09-09,17105,04 15 22 24 32 02 09,4,15,22,24,32,2,9
2017-09-06,17104,09 11 22 27 30 09 11,9,11,22,27,30,9,11
2017-09-04,17103,04 19 20 24 29 03 04,4,19,20,24,29,3,4
2017-09-02,17102,01 12 23 24 29 08 12,1,12,23,24,29,8,12
2017-08-30,17101,05 15 21 25 29 05 08,5,15,21,25,29,5,8
2017-08-28,17100,02 05 18 19 31 01 09,2,5,18,19,31,1,9
2017-08-26,17099,08 09 17 18 24 03 07,8,9,17,18,24,3,7
2017-08-23,17098,06 09 17 30 35 10 11,6,9,17,30,35,10,11
2017-08-21,17097,07 14 19 22 34 07 12,7,14,19,22,34,7,12
2017-08-19,17096,03 07 09 17 28 04 12,3,7,9,17,28,4,12
2017-08-16,17095,15 32 33 34 35 03 12,15,32,33,34,35,3,12
2017-08-14,17094,03 05 08 29 33 04 08,3,5,8,29,33,4,8
2017-08-12,17093,05 06 17 21 29 02 04,5,6,17,21,29,2,4
2017-08-09,17092,03 07 09 17 34 04 05,3,7,9,17,34,4,5
2017-08-07,17091,01 05 07 16 19 03 12,1,5,7,16,19,3,12
2017-08-05,17090,03 06 15 22 35 09 11,3,6,15,22,35,9,11
2017-08-02,17089,03 05 06 15 18 03 10,3,5,6,15,18,3,10
2017-07-31,17088,05 28 31 34 35 08 09,5,28,31,34,35,8,9
2017-07-29,17087,03 14 21 29 35 02 06,3,14,21,29,35,2,6
2017-07-26,17086,12 15 18 22 31 01 08,12,15,18,22,31,1,8
2017-07-24,17085,09 13 14 25 30 02 05,9,13,14,25,30,2,5
2017-07-22,17084,06 11 14 21 31 09 12,6,11,14,21,31,9,12
2017-07-19,17083,02 05 14 22 34 03 09,2,5,14,22,34,3,9
2017-07-17,17082,05 13 20 21 25 08 09,5,13,20,21,25,8,9
2017-07-15,17081,02 12 15 20 34 01 06,2,12,15,20,34,1,6
2017-07-12,17080,08 10 21 30 31 02 05,8,10,21,30,31,2,5
2017-07-10,17079,01 17 19 32 33 02 11,1,17,19,32,33,2,11
2017-07-08,17078,04 05 27 31 34 03 06,4,5,27,31,34,3,6
2017-07-05,17077,01 03 04 25 31 06 09,1,3,4,25,31,6,9
2017-07-03,17076,02 07 25 30 35 07 12,2,7,25,30,35,7,12
2017-07-01,17075,05 11 16 18 35 01 06,5,11,16,18,35,1,6
2017-06-28,17074,08 10 11 13 17 08 11,8,10,11,13,17,8,11
2017-06-26,17073,07 18 28 31 33 01 02,7,18,28,31,33,1,2
2017-06-24,17072,01 03 29 32 34 02 05,1,3,29,32,34,2,5
2017-06-21,17071,01 04 11 14 33 05 07,1,4,11,14,33,5,7
2017-06-19,17070,06 16 18 26 30 02 03,6,16,18,26,30,2,3
2017-06-17,17069,10 16 20 23 32 08 11,10,16,20,23,32,8,11
2017-06-14,17068,07 08 19 24 27 06 07,7,8,19,24,27,6,7
2017-06-12,17067,10 17 18 32 35 10 11,10,17,18,32,35,10,11
2017-06-10,17066,11 15 23 26 30 02 11,11,15,23,26,30,2,11
2017-06-07,17065,05 11 12 19 28 05 12,5,11,12,19,28,5,12
2017-06-05,17064,01 08 20 27 30 03 04,1,8,20,27,30,3,4
2017-06-03,17063,18 21 22 24 29 05 11,18,21,22,24,29,5,11
2017-05-31,17062,01 04 06 08 28 08 12,1,4,6,8,28,8,12
2017-05-29,17061,10 19 23 25 30 02 04,10,19,23,25,30,2,4
2017-05-27,17060,09 15 20 26 31 05 12,9,15,20,26,31,5,12
2017-05-24,17059,08 11 13 15 17 03 10,8,11,13,15,17,3,10
2017-05-22,17058,14 18 20 21 28 03 06,14,18,20,21,28,3,6
2017-05-20,17057,12 16 19 23 24 02 05,12,16,19,23,24,2,5
2017-05-17,17056,01 04 24 27 32 03 10,1,4,24,27,32,3,10
2017-05-15,17055,19 20 22 30 33 03 09,19,20,22,30,33,3,9
2017-05-13,17054,16 29 30 32 33 04 05,16,29,30,32,33,4,5
2017-05-10,17053,06 19 20 22 26 01 11,6,19,20,22,26,1,11
2017-05-08,17052,03 19 24 28 33 04 12,3,19,24,28,33,4,12
2017-05-06,17051,14 17 18 22 29 10 11,14,17,18,22,29,10,11
2017-05-03,17050,12 14 17 20 28 02 06,12,14,17,20,28,2,6
2017-05-01,17049,09 12 14 22 31 05 08,9,12,14,22,31,5,8
2017-04-29,17048,07 09 13 15 19 03 10,7,9,13,15,19,3,10
2017-04-26,17047,15 19 32 33 34 09 12,15,19,32,33,34,9,12
2017-04-24,17046,04 17 20 23 30 02 03,4,17,20,23,30,2,3
2017-04-22,17045,01 08 11 21 35 09 12,1,8,11,21,35,9,12
2017-04-19,17044,11 16 17 18 25 02 09,11,16,17,18,25,2,9
2017-04-17,17043,06 13 22 25 35 09 12,6,13,22,25,35,9,12
2017-04-15,17042,02 17 31 33 34 01 07,2,17,31,33,34,1,7
2017-04-12,17041,02 04 06 25 31 05 09,2,4,6,25,31,5,9
2017-04-10,17040,04 06 10 23 29 09 11,4,6,10,23,29,9,11
2017-04-08,17039,05 06 14 17 26 03 08,5,6,14,17,26,3,8
2017-04-05,17038,04 05 13 18 27 03 09,4,5,13,18,27,3,9
2017-04-03,17037,13 15 16 32 34 06 11,13,15,16,32,34,6,11
2017-04-01,17036,01 04 09 18 33 02 05,1,4,9,18,33,2,5
2017-03-29,17035,14 17 22 30 33 07 12,14,17,22,30,33,7,12
2017-03-27,17034,06 12 21 26 29 02 11,6,12,21,26,29,2,11
2017-03-25,17033,15 22 23 25 34 05 11,15,22,23,25,34,5,11
2017-03-22,17032,02 13 14 18 29 03 09,2,13,14,18,29,3,9
2017-03-20,17031,02 16 17 30 32 02 09,2,16,17,30,32,2,9
2017-03-18,17030,21 22 24 29 34 05 06,21,22,24,29,34,5,6
2017-03-15,17029,01 06 14 17 29 01 11,1,6,14,17,29,1,11
2017-03-13,17028,06 18 22 23 33 09 11,6,18,22,23,33,9,11
2017-03-11,17027,08 17 25 33 34 03 11,8,17,25,33,34,3,11
2017-03-08,17026,10 14 19 25 32 02 07,10,14,19,25,32,2,7
2017-03-06,17025,10 16 19 20 34 04 05,10,16,19,20,34,4,5
2017-03-04,17024,21 23 29 32 35 11 12,21,23,29,32,35,11,12
2017-03-01,17023,05 08 12 24 34 07 10,5,8,12,24,34,7,10
2017-02-27,17022,02 03 09 17 24 06 12,2,3,9,17,24,6,12
2017-02-25,17021,01 15 17 20 26 06 08,1,15,17,20,26,6,8
2017-02-22,17020,16 21 24 27 28 04 07,16,21,24,27,28,4,7
2017-02-20,17019,02 06 14 23 25 02 10,2,6,14,23,25,2,10
2017-02-18,17018,06 07 10 17 23 01 09,6,7,10,17,23,1,9
2017-02-15,17017,04 19 24 26 29 04 06,4,19,24,26,29,4,6
2017-02-13,17016,03 13 28 30 33 09 10,3,13,28,30,33,9,10
2017-02-11,17015,01 07 19 27 34 01 02,1,7,19,27,34,1,2
2017-02-08,17014,04 08 15 24 25 02 05,4,8,15,24,25,2,5
2017-02-06,17013,05 12 17 30 34 11 12,5,12,17,30,34,11,12
2017-02-04,17012,04 05 24 26 35 07 12,4,5,24,26,35,7,12
2017-01-25,17011,05 15 21 29 34 06 09,5,15,21,29,34,6,9
2017-01-23,17010,04 10 13 18 35 01 02,4,10,13,18,35,1,2
2017-01-21,17009,05 06 08 12 22 03 04,5,6,8,12,22,3,4
2017-01-18,17008,03 04 09 25 32 02 04,3,4,9,25,32,2,4
2017-01-16,17007,08 11 17 25 27 02 04,8,11,17,25,27,2,4
2017-01-14,17006,04 06 23 32 33 05 06,4,6,23,32,33,5,6
2017-01-11,17005,05 09 20 26 35 02 11,5,9,20,26,35,2,11
2017-01-09,17004,05 08 11 28 31 06 07,5,8,11,28,31,6,7
2017-01-07,17003,03 05 06 13 22 09 12,3,5,6,13,22,9,12
2017-01-04,17002,07 12 14 31 34 09 11,7,12,14,31,34,9,11
2017-01-02,17001,07 09 20 31 33 08 10,7,9,20,31,33,8,10
2016-12-31,16154,06 16 17 21 29 04 06,6,16,17,21,29,4,6
2016-12-28,16153,13 18 25 29 35 03 11,13,18,25,29,35,3,11
2016-12-26,16152,08 17 22 24 30 05 11,8,17,22,24,30,5,11
2016-12-24,16151,04 07 11 14 21 05 12,4,7,11,14,21,5,12
2016-12-21,16150,01 10 18 24 29 07 10,1,10,18,24,29,7,10
2016-12-19,16149,01 02 03 12 33 04 09,1,2,3,12,33,4,9
2016-12-17,16148,05 14 15 23 25 06 08,5,14,15,23,25,6,8
2016-12-14,16147,07 19 20 28 30 04 12,7,19,20,28,30,4,12
2016-12-12,16146,21 22 25 29 34 01 11,21,22,25,29,34,1,11
2016-12-10,16145,01 09 11 17 28 03 08,1,9,11,17,28,3,8
2016-12-07,16144,04 05 13 22 31 05 10,4,5,13,22,31,5,10
2016-12-05,16143,04 06 22 27 31 06 07,4,6,22,27,31,6,7
2016-12-03,16142,01 06 17 23 26 06 12,1,6,17,23,26,6,12
2016-11-30,16141,02 06 07 19 28 11 12,2,6,7,19,28,11,12
2016-11-28,16140,12 16 23 29 34 04 11,12,16,23,29,34,4,11
2016-11-26,16139,13 21 30 31 35 01 08,13,21,30,31,35,1,8
2016-11-23,16138,12 13 16 29 35 05 11,12,13,16,29,35,5,11
2016-11-21,16137,07 20 23 29 34 02 10,7,20,23,29,34,2,10
2016-11-19,16136,05 06 07 19 23 04 11,5,6,7,19,23,4,11
2016-11-16,16135,01 10 12 18 35 01 12,1,10,12,18,35,1,12
2016-11-14,16134,01 03 31 32 34 02 07,1,3,31,32,34,2,7
2016-11-12,16133,01 04 05 23 28 05 09,1,4,5,23,28,5,9
2016-11-09,16132,04 18 19 22 35 01 02,4,18,19,22,35,1,2
2016-11-07,16131,06 13 25 28 30 02 07,6,13,25,28,30,2,7
2016-11-05,16130,11 23 32 33 34 01 12,11,23,32,33,34,1,12
2016-11-02,16129,07 08 19 30 35 08 09,7,8,19,30,35,8,9
2016-10-31,16128,17 20 22 30 33 07 08,17,20,22,30,33,7,8
2016-10-29,16127,01 05 15 24 26 09 10,1,5,15,24,26,9,10
2016-10-26,16126,11 13 16 19 24 06 08,11,13,16,19,24,6,8
2016-10-24,16125,06 07 08 28 30 01 02,6,7,8,28,30,1,2
2016-10-22,16124,04 13 24 26 29 08 11,4,13,24,26,29,8,11
2016-10-19,16123,04 05 13 20 32 01 10,4,5,13,20,32,1,10
2016-10-17,16122,01 03 12 14 29 02 06,1,3,12,14,29,2,6
2016-10-15,16121,04 05 08 15 20 01 06,4,5,8,15,20,1,6
2016-10-12,16120,03 10 20 32 34 04 07,3,10,20,32,34,4,7
2016-10-10,16119,02 03 09 21 22 05 10,2,3,9,21,22,5,10
2016-10-08,16118,12 15 18 24 29 03 11,12,15,18,24,29,3,11
2016-10-05,16117,03 09 14 16 23 02 09,3,9,14,16,23,2,9
2016-10-03,16116,04 06 08 19 34 10 12,4,6,8,19,34,10,12
2016-10-01,16115,01 04 15 31 34 02 11,1,4,15,31,34,2,11
2016-09-28,16114,16 17 20 32 33 03 07,16,17,20,32,33,3,7
2016-09-26,16113,10 11 17 30 34 03 12,10,11,17,30,34,3,12
2016-09-24,16112,07 22 23 31 32 04 05,7,22,23,31,32,4,5
2016-09-21,16111,04 09 22 26 27 02 12,4,9,22,26,27,2,12
2016-09-19,16110,07 20 21 23 30 07 10,7,20,21,23,30,7,10
2016-09-17,16109,03 25 28 31 34 11 12,3,25,28,31,34,11,12
2016-09-14,16108,10 17 22 23 25 07 09,10,17,22,23,25,7,9
2016-09-12,16107,02 06 19 24 26 04 06,2,6,19,24,26,4,6
2016-09-10,16106,03 21 30 33 35 01 04,3,21,30,33,35,1,4
2016-09-07,16105,08 11 31 34 35 01 02,8,11,31,34,35,1,2
2016-09-05,16104,01 20 22 23 30 06 07,1,20,22,23,30,6,7
2016-09-03,16103,05 14 20 23 29 03 11,5,14,20,23,29,3,11
2016-08-31,16102,03 05 06 34 35 03 12,3,5,6,34,35,3,12
2016-08-29,16101,04 06 28 33 35 07 12,4,6,28,33,35,7,12
2016-08-27,16100,08 12 19 26 30 02 12,8,12,19,26,30,2,12
2016-08-24,16099,03 04 12 14 27 01 05,3,4,12,14,27,1,5
2016-08-22,16098,08 09 11 20 29 04 05,8,9,11,20,29,4,5
2016-08-20,16097,06 08 18 31 33 10 12,6,8,18,31,33,10,12
2016-08-17,16096,01 06 08 12 21 05 10,1,6,8,12,21,5,10
2016-08-15,16095,08 12 18 19 21 03 06,8,12,18,19,21,3,6
2016-08-13,16094,01 14 16 17 18 05 07,1,14,16,17,18,5,7
2016-08-10,16093,01 08 14 30 35 06 07,1,8,14,30,35,6,7
2016-08-08,16092,02 13 31 33 34 07 11,2,13,31,33,34,7,11
2016-08-06,16091,08 13 17 21 22 02 08,8,13,17,21,22,2,8
2016-08-03,16090,04 06 08 28 32 07 12,4,6,8,28,32,7,12
2016-08-01,16089,07 14 17 28 34 07 10,7,14,17,28,34,7,10
2016-07-30,16088,04 06 17 21 30 06 11,4,6,17,21,30,6,11
2016-07-27,16087,03 16 17 23 25 07 09,3,16,17,23,25,7,9
2016-07-25,16086,03 05 22 25 30 07 09,3,5,22,25,30,7,9
2016-07-23,16085,14 15 27 31 32 01 07,14,15,27,31,32,1,7
2016-07-20,16084,08 12 15 26 35 01 08,8,12,15,26,35,1,8
2016-07-18,16083,01 05 09 33 35 01 05,1,5,9,33,35,1,5
2016-07-16,16082,03 08 23 28 29 02 07,3,8,23,28,29,2,7
2016-07-13,16081,06 07 18 21 33 03 08,6,7,18,21,33,3,8
2016-07-11,16080,15 20 29 30 33 07 12,15,20,29,30,33,7,12
2016-07-09,16079,07 14 15 20 27 05 10,7,14,15,20,27,5,10
2016-07-06,16078,07 18 29 31 35 05 11,7,18,29,31,35,5,11
2016-07-04,16077,09 11 14 16 35 02 05,9,11,14,16,35,2,5
2016-07-02,16076,03 08 10 17 31 05 06,3,8,10,17,31,5,6
2016-06-29,16075,03 07 17 22 31 08 12,3,7,17,22,31,8,12
2016-06-27,16074,01 05 07 11 14 03 08,1,5,7,11,14,3,8
2016-06-25,16073,07 14 17 24 27 08 10,7,14,17,24,27,8,10
2016-06-22,16072,16 20 24 26 31 04 09,16,20,24,26,31,4,9
2016-06-20,16071,08 15 19 20 33 07 12,8,15,19,20,33,7,12
2016-06-18,16070,02 09 13 19 23 05 07,2,9,13,19,23,5,7
2016-06-15,16069,14 17 19 23 30 02 09,14,17,19,23,30,2,9
2016-06-13,16068,05 07 22 26 34 07 12,5,7,22,26,34,7,12
2016-06-11,16067,02 08 11 13 19 02 08,2,8,11,13,19,2,8
2016-06-08,16066,10 28 29 31 33 05 11,10,28,29,31,33,5,11
2016-06-06,16065,01 09 18 22 24 11 12,1,9,18,22,24,11,12
2016-06-04,16064,01 02 10 18 35 05 11,1,2,10,18,35,5,11
2016-06-01,16063,08 12 22 27 35 05 09,8,12,22,27,35,5,9
2016-05-30,16062,02 10 14 15 35 01 09,2,10,14,15,35,1,9
2016-05-28,16061,09 15 17 21 23 07 12,9,15,17,21,23,7,12
2016-05-25,16060,02 06 22 27 34 08 11,2,6,22,27,34,8,11
2016-05-23,16059,02 10 27 28 33 05 07,2,10,27,28,33,5,7
2016-05-21,16058,02 15 17 23 28 05 09,2,15,17,23,28,5,9
2016-05-18,16057,08 17 19 23 30 03 08,8,17,19,23,30,3,8
2016-05-16,16056,10 12 14 31 35 04 05,10,12,14,31,35,4,5
2016-05-14,16055,06 21 27 30 34 04 09,6,21,27,30,34,4,9
2016-05-11,16054,02 05 09 21 30 06 07,2,5,9,21,30,6,7
2016-05-09,16053,04 13 15 30 35 03 05,4,13,15,30,35,3,5
2016-05-07,16052,08 14 19 20 33 10 11,8,14,19,20,33,10,11
2016-05-04,16051,16 21 23 24 32 07 08,16,21,23,24,32,7,8
2016-05-02,16050,07 17 21 29 35 04 05,7,17,21,29,35,4,5
2016-04-30,16049,03 04 05 27 33 04 09,3,4,5,27,33,4,9
2016-04-27,16048,04 12 17 25 27 04 10,4,12,17,25,27,4,10
2016-04-25,16047,02 03 23 29 32 05 09,2,3,23,29,32,5,9
2016-04-23,16046,03 19 22 32 34 08 12,3,19,22,32,34,8,12
2016-04-20,16045,07 11 25 30 33 02 08,7,11,25,30,33,2,8
2016-04-18,16044,01 06 10 20 31 05 11,1,6,10,20,31,5,11
2016-04-16,16043,01 09 16 33 34 09 12,1,9,16,33,34,9,12
2016-04-13,16042,02 06 08 19 24 01 06,2,6,8,19,24,1,6
2016-04-11,16041,12 23 24 27 34 03 06,12,23,24,27,34,3,6
2016-04-09,16040,20 22 29 30 35 01 06,20,22,29,30,35,1,6
2016-04-06,16039,01 08 16 22 28 04 05,1,8,16,22,28,4,5
2016-04-04,16038,03 07 09 15 33 05 12,3,7,9,15,33,5,12
2016-04-02,16037,03 05 13 24 34 03 05,3,5,13,24,34,3,5
2016-03-30,16036,07 15 26 30 31 03 06,7,15,26,30,31,3,6
2016-03-28,16035,17 22 24 25 29 09 12,17,22,24,25,29,9,12
2016-03-26,16034,14 18 31 32 35 09 10,14,18,31,32,35,9,10
2016-03-23,16033,03 14 15 31 35 09 10,3,14,15,31,35,9,10
2016-03-21,16032,05 09 14 20 33 05 12,5,9,14,20,33,5,12
2016-03-19,16031,03 14 24 27 29 04 11,3,14,24,27,29,4,11
2016-03-16,16030,10 19 21 29 33 04 06,10,19,21,29,33,4,6
2016-03-14,16029,20 26 27 29 32 05 12,20,26,27,29,32,5,12
2016-03-12,16028,13 18 20 23 31 03 06,13,18,20,23,31,3,6
2016-03-09,16027,06 11 13 15 28 02 06,6,11,13,15,28,2,6
2016-03-07,16026,02 06 29 30 34 01 07,2,6,29,30,34,1,7
2016-03-05,16025,03 06 13 23 24 07 10,3,6,13,23,24,7,10
2016-03-02,16024,01 02 11 15 18 04 08,1,2,11,15,18,4,8
2016-02-29,16023,04 09 14 25 27 06 11,4,9,14,25,27,6,11
2016-02-27,16022,04 18 21 30 35 02 11,4,18,21,30,35,2,11
2016-02-24,16021,01 04 09 10 35 09 11,1,4,9,10,35,9,11
2016-02-22,16020,01 16 22 29 30 02 09,1,16,22,29,30,2,9
2016-02-20,16019,04 11 15 20 26 08 09,4,11,15,20,26,8,9
2016-02-17,16018,05 10 13 27 33 08 11,5,10,13,27,33,8,11
2016-02-15,16017,11 18 24 28 29 05 10,11,18,24,28,29,5,10
2016-02-06,16016,03 10 22 29 32 02 05,3,10,22,29,32,2,5
2016-02-03,16015,01 04 10 13 30 03 09,1,4,10,13,30,3,9
2016-02-01,16014,06 08 21 24 27 02 10,6,8,21,24,27,2,10
2016-01-30,16013,03 21 23 31 35 02 11,3,21,23,31,35,2,11
2016-01-27,16012,05 07 11 23 28 03 12,5,7,11,23,28,3,12
2016-01-25,16011,02 08 10 15 23 05 10,2,8,10,15,23,5,10
2016-01-23,16010,12 13 15 16 28 02 05,12,13,15,16,28,2,5
2016-01-20,16009,05 08 10 17 20 02 12,5,8,10,17,20,2,12
2016-01-18,16008,05 12 31 34 35 04 05,5,12,31,34,35,4,5
2016-01-16,16007,02 05 14 32 35 01 03,2,5,14,32,35,1,3
2016-01-13,16006,14 16 17 22 24 02 09,14,16,17,22,24,2,9
2016-01-11,16005,06 09 12 15 20 08 11,6,9,12,15,20,8,11
2016-01-09,16004,10 20 23 32 35 09 10,10,20,23,32,35,9,10
2016-01-06,16003,04 12 17 22 26 06 07,4,12,17,22,26,6,7
2016-01-04,16002,07 12 18 25 35 07 09,7,12,18,25,35,7,9
2016-01-02,16001,01 07 19 20 30 05 10,1,7,19,20,30,5,10
2015-12-30,15153,01 07 22 27 33 02 11,1,7,22,27,33,2,11
2015-12-28,15152,04 05 22 29 35 02 11,4,5,22,29,35,2,11
2015-12-26,15151,15 16 18 30 35 01 07,15,16,18,30,35,1,7
2015-12-23,15150,04 13 18 25 33 03 07,4,13,18,25,33,3,7
2015-12-21,15149,04 06 10 12 28 02 08,4,6,10,12,28,2,8
2015-12-19,15148,08 11 27 31 33 08 09,8,11,27,31,33,8,9
2015-12-16,15147,01 02 13 18 19 08 10,1,2,13,18,19,8,10
2015-12-14,15146,04 15 19 27 31 04 11,4,15,19,27,31,4,11
2015-12-12,15145,06 07 20 29 32 11 12,6,7,20,29,32,11,12
2015-12-09,15144,01 09 24 26 29 06 11,1,9,24,26,29,6,11
2015-12-07,15143,09 20 31 33 35 10 11,9,20,31,33,35,10,11
2015-12-05,15142,12 14 22 26 30 03 06,12,14,22,26,30,3,6
2015-12-02,15141,02 04 15 19 31 02 03,2,4,15,19,31,2,3
2015-11-30,15140,01 11 15 26 35 06 11,1,11,15,26,35,6,11
2015-11-28,15139,02 03 05 25 32 05 07,2,3,5,25,32,5,7
2015-11-25,15138,01 16 20 29 32 04 07,1,16,20,29,32,4,7
2015-11-23,15137,14 17 21 23 26 08 11,14,17,21,23,26,8,11
2015-11-21,15136,05 20 23 29 32 02 10,5,20,23,29,32,2,10
2015-11-18,15135,05 16 20 25 29 06 08,5,16,20,25,29,6,8
2015-11-16,15134,01 02 06 15 35 04 07,1,2,6,15,35,4,7
2015-11-14,15133,03 07 08 25 30 04 08,3,7,8,25,30,4,8
2015-11-11,15132,03 08 14 18 27 01 05,3,8,14,18,27,1,5
2015-11-09,15131,11 17 19 20 27 02 03,11,17,19,20,27,2,3
2015-11-07,15130,17 25 31 32 34 02 12,17,25,31,32,34,2,12
2015-11-04,15129,01 06 23 25 29 03 09,1,6,23,25,29,3,9
2015-11-02,15128,10 12 23 30 32 03 04,10,12,23,30,32,3,4
2015-10-31,15127,09 11 14 19 30 03 08,9,11,14,19,30,3,8
2015-10-28,15126,04 05 08 09 21 03 06,4,5,8,9,21,3,6
2015-10-26,15125,02 03 15 17 28 08 10,2,3,15,17,28,8,10
2015-10-24,15124,04 06 12 31 32 03 06,4,6,12,31,32,3,6
2015-10-21,15123,04 15 27 29 30 02 10,4,15,27,29,30,2,10
2015-10-19,15122,11 13 15 26 35 06 11,11,13,15,26,35,6,11
2015-10-17,15121,02 04 17 27 28 04 06,2,4,17,27,28,4,6
2015-10-14,15120,01 09 15 24 32 05 10,1,9,15,24,32,5,10
2015-10-12,15119,01 08 12 16 21 06 11,1,8,12,16,21,6,11
2015-10-10,15118,03 07 20 24 31 04 09,3,7,20,24,31,4,9
2015-10-07,15117,06 17 20 30 33 10 11,6,17,20,30,33,10,11
